,title,tags,movie_id
1845,Final Destination 3,"student' premonit deadli rollercoast ride save her life lucki few, not death itself – which seek out those who escap their fate. horror mysteri behead dyinganddeath strokeoff maryelizabethwinstead ryanmerriman krislemch student' premonit deadli rollercoast ride save her life lucki few, not death itself – which seek out those who escap their fate.",9286
1846,The Lucky One,"u.s. marin sergeant logan thibault return hi third tour duti iraq, with one thing he credit with keep alive-a photograph he found woman he doesn't even know. learn her name beth where she lives, he show up at her door, end up take job at her family-run local kennel. despit her initi mistrust complic her life, romanc develop between them, give logan hope that beth could much more than hi good luck charm. drama romanc basedonnovel wifehusbandrelationship photo kennel playingchess bombexplos iraqveteran zacefron blythedann taylorschil u.s. marin sergeant logan thibault return hi third tour duti iraq, with one thing he credit with keep alive-a photograph he found woman he doesn't even know. learn her name beth where she lives, he show up at her door, end up take job at her family-run local kennel. despit her initi mistrust complic her life, romanc develop between them, give logan hope that beth could much more than hi good luck charm.",77877
1847,Bridge to Terabithia,"jess aaron train all summer becom fastest runner school, so he' veri upset when newcom lesli burk outrun everyon else. despit thi other differences, includ that she' rich, he' poor, she' citi girl, he' countri boy, two becom fast friends. together, they creat terabithia, land monsters, trolls, ogres, giant rule king queen. adventur drama famili brothersisterrelationship friendship bulli neighbor school draw basedonchildren'sbook schoolbu imagin creek clubhous realityvsfantasi outsid fantasyworld overflowingwithimagin joshhutcherson annasophiarobb robertpatrick jess aaron train all summer becom fastest runner school, so he' veri upset when newcom lesli burk outrun everyon else. despit thi other differences, includ that she' rich, he' poor, she' citi girl, he' countri boy, two becom fast friends. together, they creat terabithia, land monsters, trolls, ogres, giant rule king queen.",1265
1848,Finding Neverland,find neverland amus drama about how stori peter pan neverland came be. dure write slump play writer j.m. barri meet widow sylvia her three children who soon becom import part barrie’ life inspir that lead creat hi masterpiec “peter pan.” drama londonengland scotland parentskidsrelationship becominganadult fantasi motherrol childhoodmemori success widow theatreplay strokeoff costum peterpan theatregroup adventur lossofhusband marriagecrisi theatremilieu friendship faith singl motherdaughterrelationship author pirat ill spectacl child johnnydepp katewinslet juliechristi find neverland amus drama about how stori peter pan neverland came be. dure write slump play writer j.m. barri meet widow sylvia her three children who soon becom import part barrie’ life inspir that lead creat hi masterpiec “peter pan.”,866
1849,A Madea Christmas,madea dispens her uniqu form holiday spirit rural town when she' coax into help friend pay her daughter surpris visit countri for christmas. comedi drama christma tylerperri annamariahorsford tikasumpt madea dispens her uniqu form holiday spirit rural town when she' coax into help friend pay her daughter surpris visit countri for christmas.,175555
1850,The Grey,oil drill team struggl surviv after plane crash strand them wild alaska. hunt them pack wolv that see them intruders. action drama thriller alcohol isol wolf wilder forest strand alaska surviv airplanecrash fear howl death animalkil freez animalattack campfir malecamaraderi guninmouth aftercreditssting barfight eatenal eatenbyanim liamneeson dermotmulroney frankgrillo oil drill team struggl surviv after plane crash strand them wild alaska. hunt them pack wolv that see them intruders.,75174
1851,Hide and Seek,"david callaway tri piec togeth hi life wake hi wife' suicid been left rais hi nine-year-old daughter, emili hi own. david at first amus discov that emili creat imaginari friend name 'charlie', isn't long befor 'charlie' develop sinist violent side, david struggl with hi daughter' grow emot problems, he come frighten realis that 'charlie' isn't just figment emily' imagination. horror mysteri thriller hous imaginaryfriend suspens lossofwif robertdeniro dakotafan famkejanssen david callaway tri piec togeth hi life wake hi wife' suicid been left rais hi nine-year-old daughter, emili hi own. david at first amus discov that emili creat imaginari friend name 'charlie', isn't long befor 'charlie' develop sinist violent side, david struggl with hi daughter' grow emot problems, he come frighten realis that 'charlie' isn't just figment emily' imagination.",11096
1852,Anchorman: The Legend of Ron Burgundy,"it' 1970s, san diego super-sexist anchorman ron burgundi top dog local tv, that' all about chang when ambiti report veronica corningston arriv new employe at hi station. comedi journal sexism ladder panda tvshowinfilm mustach misogynist newsroom teleprompt gangwarfar aftercreditssting duringcreditssting newsspoof willferrel christinaappleg paulrudd it' 1970s, san diego super-sexist anchorman ron burgundi top dog local tv, that' all about chang when ambiti report veronica corningston arriv new employe at hi station.",8699
1853,GoodFellas,"true stori henri hill, half-irish, half-sicilian brooklyn kid who adopt by neighbourhood gangster at earli age climb rank mafia famili under guidanc jimmi conway. drama crime prison basedonnovel florida 1970 massmurd irish-american drugtraff biographi basedontruestori murder organizedcrim gore mafia gangster newyorkc extremeviol violenc brooklynnewyorkc crimeep tampa robertdeniro rayliotta joepesci true stori henri hill, half-irish, half-sicilian brooklyn kid who adopt by neighbourhood gangster at earli age climb rank mafia famili under guidanc jimmi conway.",769
1854,Agent Cody Banks,"recruit by u.s. govern special agent, nerdi teenag codi bank must get closer cute classmat natali order learn about evil plan hatch by her father. despit agent persona, codi struggl with teen angst. action spi cia killerrobot delinqu teenspi frankiemuniz hilaryduff angieharmon recruit by u.s. govern special agent, nerdi teenag codi bank must get closer cute classmat natali order learn about evil plan hatch by her father. despit agent persona, codi struggl with teen angst.",10923
1855,Nanny McPhee,"widow cedric brown (colin firth) hire nanni mcphee (emma thompson) care for hi seven rambuncti children, who have chase away all previou nannies. taunt by simon (thoma sangster) hi siblings, nanni mcphee use mystic power instil discipline. when children' great-aunt benefactor, ladi adelaid stitch (angela lansbury), threaten separ kids, famili pull togeth under guidanc nanni mcphee. fantasi comedi famili lossofmoth nanni educ wizardri children singlefath emmathompson colinfirth kellymacdonald widow cedric brown (colin firth) hire nanni mcphee (emma thompson) care for hi seven rambuncti children, who have chase away all previou nannies. taunt by simon (thoma sangster) hi siblings, nanni mcphee use mystic power instil discipline. when children' great-aunt benefactor, ladi adelaid stitch (angela lansbury), threaten separ kids, famili pull togeth under guidanc nanni mcphee.",11283
